-9.108755	3.511180	4.425456
-7.722978	4.042587	4.260331
-5.370275	3.785378	2.832558
-4.722318	3.828137	1.401859
-4.654191	3.423385	-0.793036
-5.346083	3.381413	-2.525995
-6.727475	3.638372	-4.486507
-8.115341	3.507296	-4.905770
-10.186032	3.354081	-4.984525
-12.292125	3.659743	-4.434870
-13.655142	3.475883	-2.374154
-13.922157	3.318110	-0.743039
-13.977980	3.642942	1.364304
-12.923558	3.714675	2.967707
-11.338357	3.415116	3.994651
9.426547	3.414527	-0.245607
8.960125	5.967646	-0.463967
7.391127	8.273464	-0.309932
5.362403	9.572070	-0.140161
2.971679	9.378061	-0.112469
0.393725	8.646185	-0.231238
-1.240315	6.956662	-0.140750
-2.241206	4.979638	-0.135380
-2.358771	2.483322	-0.518844
-1.428371	0.022924	-0.113381
0.320839	-1.522248	-0.540188
3.023965	-2.635893	-0.523428
5.529053	-2.368765	-0.460930
7.539753	-1.165105	-0.377534
9.143863	1.126909	-0.482007
