-8.874393	3.506421	4.479670
-7.488616	4.037827	4.314544
-5.135914	3.780618	2.886772
-4.487956	3.823378	1.456073
-4.419830	3.418625	-0.738823
-5.111721	3.376654	-2.471781
-6.493113	3.633612	-4.432293
-7.880979	3.502536	-4.851556
-9.951670	3.349321	-4.930311
-12.057763	3.654983	-4.380656
-13.420780	3.471123	-2.319940
-13.687795	3.313350	-0.688825
-13.743618	3.638182	1.418518
-12.689196	3.709916	3.021921
-11.103995	3.410356	4.048864
9.158245	3.806997	-0.497525
8.952308	5.835446	-0.403627
7.319627	8.072291	-0.415968
5.295721	9.254250	-0.510481
2.479474	9.618235	-0.522116
0.282387	8.614628	-0.333263
-1.529971	6.970866	-0.480510
-2.661263	4.924056	-0.446671
-2.876756	2.090120	-0.113309
-1.686348	0.136912	-0.488266
0.283926	-1.742097	-0.326229
2.695983	-2.583640	-0.360126
5.172200	-2.161649	-0.391999
7.523776	-0.784095	-0.059369
8.869686	1.148474	-0.259566
