-6.466673	3.465973	4.422621
-5.080896	3.997379	4.257496
-2.728193	3.740170	2.829723
-2.080236	3.782930	1.399024
-2.012109	3.378177	-0.795871
-2.704001	3.336206	-2.528830
-4.085393	3.593164	-4.489342
-5.473259	3.462089	-4.908605
-7.543950	3.308874	-4.987360
-9.650043	3.614536	-4.437705
-11.013060	3.430675	-2.376989
-11.280075	3.272902	-0.745874
-11.335898	3.597734	1.361469
-10.281476	3.669468	2.964872
-8.696275	3.369908	3.991816
6.930462	3.627915	-0.193449
6.459626	6.228638	-0.542376
4.952033	8.217455	-0.304452
2.848817	9.540429	-0.459022
0.245852	9.655951	-0.138300
-2.072110	8.880397	-0.338453
-4.186195	6.866553	-0.328105
-4.992434	4.675281	-0.109586
-5.130711	2.398595	-0.186773
-4.178690	-0.169574	-0.323323
-1.993041	-1.803631	-0.511067
0.398019	-2.290799	-0.510977
2.851580	-2.311502	-0.526867
4.834643	-0.973181	-0.139947
6.195340	1.264980	-0.140594
