-9.617288	3.515477	4.429541
-8.231510	4.046884	4.264415
-5.878808	3.789675	2.836642
-5.230851	3.832434	1.405943
-5.162724	3.427682	-0.788952
-5.854615	3.385710	-2.521910
-7.236007	3.642669	-4.482422
-8.623874	3.511593	-4.901685
-10.694564	3.358378	-4.980440
-12.800657	3.664040	-4.430786
-14.163674	3.480180	-2.370069
-14.430690	3.322407	-0.738954
-14.486512	3.647239	1.368389
-13.432090	3.718972	2.971792
-11.846890	3.419413	3.998735
10.081050	3.610674	-0.441350
9.549235	6.055061	-0.130524
7.831602	8.108126	-0.464577
5.655804	9.411276	-0.382619
3.428678	9.595051	-0.111006
1.160071	8.695031	-0.332071
-0.814783	7.251155	-0.158107
-2.018166	4.737104	-0.100869
-1.896187	2.138801	-0.553647
-0.712991	-0.234022	-0.501650
1.049219	-1.917214	-0.140017
3.465909	-2.261158	-0.290980
6.052236	-1.966550	-0.278666
8.166365	-1.063006	-0.491095
9.424364	0.904612	-0.479904
