-8.374959	3.448266	4.451003
-6.989182	3.979672	4.285877
-4.636479	3.722463	2.858104
-3.988522	3.765223	1.427405
-3.920395	3.360470	-0.767490
-4.612287	3.318499	-2.500448
-5.993679	3.575457	-4.460961
-7.381545	3.444381	-4.880223
-9.452236	3.291166	-4.958978
-11.558329	3.596828	-4.409324
-12.921346	3.412968	-2.348607
-13.188361	3.255195	-0.717493
-13.244184	3.580027	1.389851
-12.189762	3.651761	2.993253
-10.604561	3.352201	4.020197
9.022009	3.595919	-0.301122
8.504593	6.170481	-0.269621
6.684605	8.222933	-0.324278
4.440466	9.489419	-0.446182
2.176454	9.550604	-0.483107
-0.202010	8.898758	-0.414423
-2.270641	7.237582	-0.229369
-2.949968	4.994328	-0.256285
-3.295884	2.055036	-0.085288
-2.005561	0.105588	-0.525314
-0.466180	-1.548177	-0.167381
2.275362	-2.511503	-0.382689
4.495656	-2.275021	-0.534194
7.055816	-0.999636	-0.222661
8.322761	1.086807	-0.537098
