-7.894415	3.481183	4.457486
-6.508638	4.012589	4.292360
-4.155935	3.755380	2.864587
-3.507978	3.798140	1.433888
-3.439851	3.393388	-0.761007
-4.131743	3.351416	-2.493965
-5.513135	3.608374	-4.454477
-6.901001	3.477299	-4.873740
-8.971692	3.324084	-4.952495
-11.077785	3.629746	-4.402841
-12.440802	3.445885	-2.342124
-12.707817	3.288112	-0.711009
-12.763640	3.612944	1.396334
-11.709218	3.684678	2.999737
-10.124017	3.385118	4.026680
8.406678	3.765685	-0.530223
7.682108	6.176037	-0.379722
6.482738	7.976509	-0.193221
4.244195	9.444301	-0.487717
1.474190	9.630275	-0.215874
-0.705536	8.991655	-0.536340
-2.596632	7.077990	-0.089830
-3.501608	4.659948	-0.519675
-3.855770	2.075015	-0.246988
-2.795090	0.163722	-0.357940
-0.646079	-1.926117	-0.391054
1.702007	-2.433071	-0.242975
4.399388	-2.000059	-0.486659
6.485056	-0.994358	-0.434083
7.803672	0.971824	-0.163957
