-11.312294	3.502862	4.467801
-9.926516	4.034268	4.302676
-7.573814	3.777059	2.874903
-6.925857	3.819819	1.444204
-6.857730	3.415067	-0.750691
-7.549621	3.373095	-2.483650
-8.931013	3.630053	-4.444162
-10.318880	3.498978	-4.863424
-12.389570	3.345763	-4.942180
-14.495663	3.651425	-4.392525
-15.858680	3.467564	-2.331808
-16.125696	3.309791	-0.700694
-16.181518	3.634623	1.406649
-15.127096	3.706357	3.010052
-13.541896	3.406797	4.036996
11.869930	3.759675	-0.168100
11.124524	5.880034	-0.300774
9.821814	7.887412	-0.513455
7.385127	9.306971	-0.256416
5.225972	9.620572	-0.394861
2.712865	8.844188	-0.355986
0.727178	7.112027	-0.474096
-0.303528	5.063425	-0.339759
-0.054929	2.202101	-0.487322
0.850125	0.209963	-0.479242
2.894597	-1.926641	-0.541476
4.877113	-2.587433	-0.192641
7.387657	-2.283033	-0.175842
9.922096	-0.730175	-0.358087
11.406954	0.895086	-0.392935
