-7.166728	3.514562	4.395504
-5.780951	4.045969	4.230379
-3.428249	3.788760	2.802606
-2.780292	3.831519	1.371907
-2.712165	3.426767	-0.822988
-3.404056	3.384795	-2.555947
-4.785448	3.641754	-4.516459
-6.173315	3.510678	-4.935722
-8.244005	3.357463	-5.014477
-10.350098	3.663125	-4.464822
-11.713115	3.479265	-2.404106
-11.980131	3.321491	-0.772991
-12.035953	3.646324	1.334352
-10.981531	3.718057	2.937755
-9.396331	3.418498	3.964699
7.706582	3.336653	-0.173939
7.326800	6.104392	-0.508999
5.642991	8.216981	-0.309762
3.258108	9.273329	-0.185485
1.112471	9.757810	-0.140928
-1.282441	8.628548	-0.136703
-3.497587	7.029910	-0.427111
-4.527013	4.698929	-0.377259
-4.476799	2.124315	-0.570242
-3.561528	0.221102	-0.226386
-1.382349	-1.896962	-0.204647
0.814730	-2.369730	-0.234597
3.632712	-2.132228	-0.537087
5.777887	-0.952933	-0.165052
7.119457	1.038553	-0.148339
