-5.923219	3.448312	4.423653
-4.537442	3.979718	4.258528
-2.184740	3.722509	2.830755
-1.536782	3.765269	1.400056
-1.468656	3.360516	-0.794839
-2.160547	3.318545	-2.527798
-3.541939	3.575503	-4.488310
-4.929805	3.444428	-4.907573
-7.000496	3.291212	-4.986328
-9.106589	3.596875	-4.436673
-10.469606	3.413014	-2.375957
-10.736621	3.255241	-0.744842
-10.792444	3.580073	1.362501
-9.738022	3.651807	2.965904
-8.152821	3.352247	3.992848
6.434311	3.709249	-0.243290
5.702681	5.899886	-0.546323
4.228264	7.930254	-0.338698
2.138856	9.396997	-0.156139
-0.415187	9.585111	-0.205344
-2.470828	8.977603	-0.447381
-4.477954	6.951411	-0.307180
-5.555579	4.885035	-0.152296
-5.690052	2.472443	-0.491344
-4.755301	0.083429	-0.553459
-2.756040	-1.558657	-0.254191
-0.042665	-2.612909	-0.292575
2.029499	-2.032840	-0.163618
4.460381	-0.778737	-0.461743
6.180998	1.164147	-0.155191
