-6.929812	3.489564	4.414239
-5.544035	4.020971	4.249114
-3.191332	3.763762	2.821341
-2.543375	3.806521	1.390642
-2.475248	3.401769	-0.804253
-3.167140	3.359797	-2.537212
-4.548531	3.616756	-4.497724
-5.936398	3.485680	-4.916986
-8.007088	3.332465	-4.995742
-10.113181	3.638127	-4.446087
-11.476199	3.454267	-2.385370
-11.743214	3.296494	-0.754256
-11.799036	3.621326	1.353087
-10.744615	3.693059	2.956490
-9.159414	3.393500	3.983434
7.556661	3.611471	-0.174107
6.930455	5.815640	-0.142428
5.453633	8.002490	-0.203577
3.152098	9.571969	-0.349892
0.751603	9.423698	-0.274934
-1.808566	8.886328	-0.398292
-3.690943	7.174479	-0.423671
-4.487896	4.930999	-0.212834
-4.439591	2.173181	-0.272866
-3.813803	0.162647	-0.229314
-1.925910	-1.626649	-0.277200
0.721963	-2.473597	-0.326228
3.270227	-2.080662	-0.454562
5.547837	-1.080458	-0.417202
6.892501	0.962100	-0.470459
